3,7,1358.89,349.22,1447.11,562.76,1,-1,-1,-1
3,8,936.09,362.00,971.11,445.00,1,-1,-1,-1
3,9,883.95,429.88,956.03,589.85,1,-1,-1,-1
3,10,1090.94,366.56,1150.95,509.22,1,-1,-1,-1
3,11,524.01,378.98,577.44,498.00,1,-1,-1,-1
4,7,1358.74,349.74,1446.50,562.22,1,-1,-1,-1
4,8,933.88,361.24,969.24,445.00,1,-1,-1,-1
4,9,884.28,429.71,955.67,588.09,1,-1,-1,-1
4,10,1094.37,367.05,1153.46,507.44,1,-1,-1,-1
4,11,523.56,378.95,576.63,497.24,1,-1,-1,-1
4,1,679.08,279.71,917.29,848.91,1,-1,-1,-1
5,7,1358.66,346.97,1446.33,559.07,1,-1,-1,-1
5,8,933.02,360.26,968.80,445.00,1,-1,-1,-1
5,9,884.53,429.72,955.42,586.87,1,-1,-1,-1
5,10,1095.31,366.42,1154.47,506.90,1,-1,-1,-1
5,11,523.77,379.69,576.06,496.25,1,-1,-1,-1
5,1,691.50,272.19,949.64,888.94,1,-1,-1,-1
6,7,1355.12,346.77,1442.64,558.04,1,-1,-1,-1
6,8,932.40,359.94,968.37,445.00,1,-1,-1,-1
6,9,884.20,429.77,955.04,586.55,1,-1,-1,-1
6,10,1096.03,366.18,1155.03,506.04,1,-1,-1,-1
6,11,523.71,379.22,576.05,495.94,1,-1,-1,-1
6,1,693.03,271.79,953.17,893.22,1,-1,-1,-1
7,7,1353.82,346.03,1441.44,557.02,1,-1,-1,-1
7,8,932.20,359.85,968.27,445.00,1,-1,-1,-1
7,9,884.42,429.81,955.29,586.51,1,-1,-1,-1
7,10,1096.06,365.39,1155.38,505.78,1,-1,-1,-1
7,11,523.32,379.76,575.73,496.56,1,-1,-1,-1
7,1,692.46,274.91,948.40,886.85,1,-1,-1,-1
7,16,627.63,334.75,730.35,609.21,1,-1,-1,-1
8,7,1353.02,345.80,1440.76,556.70,1,-1,-1,-1
8,8,931.84,359.84,967.91,445.00,1,-1,-1,-1
8,9,884.09,429.84,955.09,586.55,1,-1,-1,-1
8,10,1096.46,365.79,1155.05,504.34,1,-1,-1,-1
8,11,523.19,379.95,575.65,496.79,1,-1,-1,-1
8,1,688.67,276.04,938.66,873.94,1,-1,-1,-1
8,16,633.53,336.46,735.00,607.40,1,-1,-1,-1
9,7,1352.60,345.07,1440.73,556.63,1,-1,-1,-1
9,8,931.06,359.85,967.13,445.00,1,-1,-1,-1
9,9,883.62,429.87,954.70,586.61,1,-1,-1,-1
9,10,1095.92,365.26,1154.87,504.54,1,-1,-1,-1
9,11,523.14,380.02,575.64,496.89,1,-1,-1,-1
9,1,685.67,276.84,932.30,867.08,1,-1,-1,-1
9,16,635.51,337.75,736.22,606.11,1,-1,-1,-1
10,7,1352.19,344.82,1440.38,555.97,1,-1,-1,-1
10,8,930.25,360.54,966.06,445.00,1,-1,-1,-1
10,9,883.43,429.89,954.58,586.66,1,-1,-1,-1
10,10,1094.91,360.32,1155.58,503.97,1,-1,-1,-1
10,11,522.74,380.04,575.36,496.93,1,-1,-1,-1
10,1,681.43,278.75,924.18,860.51,1,-1,-1,-1
10,16,632.58,341.03,731.27,603.57,1,-1,-1,-1
11,7,1351.83,343.41,1440.52,555.75,1,-1,-1,-1
11,8,930.52,360.14,966.50,445.00,1,-1,-1,-1
11,9,883.51,429.23,955.08,586.71,1,-1,-1,-1
11,10,1094.86,357.85,1156.16,503.11,1,-1,-1,-1
11,11,523.08,380.04,575.47,496.28,1,-1,-1,-1
11,1,678.92,278.36,920.13,857.60,1,-1,-1,-1
11,16,636.14,343.53,733.31,601.34,1,-1,-1,-1
12,7,1351.85,342.91,1440.48,555.03,1,-1,-1,-1
12,8,930.39,359.99,966.26,444.33,1,-1,-1,-1
12,9,883.38,428.32,955.43,586.75,1,-1,-1,-1
12,10,1094.85,356.95,1156.35,502.81,1,-1,-1,-1
12,11,523.07,379.37,575.67,496.04,1,-1,-1,-1
12,1,679.36,277.70,916.38,848.39,1,-1,-1,-1
12,16,636.99,342.23,735.01,601.33,1,-1,-1,-1
13,7,1351.88,342.75,1440.51,554.79,1,-1,-1,-1
13,8,930.05,359.95,965.85,444.08,1,-1,-1,-1
13,9,883.15,428.66,955.08,586.78,1,-1,-1,-1
13,10,1094.72,357.31,1156.52,504.06,1,-1,-1,-1
13,11,522.96,379.34,575.49,495.87,1,-1,-1,-1
13,1,679.53,278.28,913.51,842.14,1,-1,-1,-1
13,16,642.61,343.78,739.80,599.33,1,-1,-1,-1
14,7,1351.90,342.72,1440.55,554.73,1,-1,-1,-1
14,8,929.56,359.93,965.43,443.99,1,-1,-1,-1
14,9,883.22,428.14,955.46,586.81,1,-1,-1,-1
14,10,1095.06,358.15,1156.18,503.22,1,-1,-1,-1
14,11,519.21,379.07,571.74,495.94,1,-1,-1,-1
14,1,677.00,278.62,906.43,831.93,1,-1,-1,-1
14,16,645.02,344.92,741.24,597.93,1,-1,-1,-1
